Ticket ID,Start Date,Start Time,End Date,End Time,Type
12932473,2023-09-02,14:20:52,2023-09-02,14:21:52,email
78594976,2023-08-18,14:06:32,2023-08-18,14:15:32,chat
73795613,2023-08-04,14:57:06,2023-08-04,14:59:06,email
44617266,2023-08-11,13:40:18,2023-08-11,13:43:18,voice
90300871,2023-08-26,11:59:00,2023-08-26,12:04:00,chat
2161393,2023-08-31,17:18:36,2023-08-31,17:23:36,chat
23354002,2023-08-26,09:21:26,2023-08-26,09:29:26,voice
66366301,2023-08-12,13:58:39,2023-08-12,14:00:39,email
89792887,2023-08-25,12:39:46,2023-08-25,12:40:46,chat
90939583,2023-08-17,16:23:18,2023-08-17,16:32:18,email
68419193,2023-08-22,13:40:49,2023-08-22,13:44:49,chat
33878356,2023-08-10,12:37:44,2023-08-10,12:42:44,voice
55491925,2023-08-08,12:54:40,2023-08-08,12:58:40,chat
44297887,2023-08-26,12:13:55,2023-08-26,12:16:55,voice
29784944,2023-08-05,09:07:24,2023-08-05,09:14:24,voice
33599230,2023-08-25,11:23:03,2023-08-25,11:32:03,voice
7769675,2023-08-12,10:27:40,2023-08-12,10:31:40,chat
83487782,2023-08-03,13:57:24,2023-08-03,14:06:24,chat
64937330,2023-08-09,10:20:24,2023-08-09,10:28:24,voice
58509755,2023-08-09,12:00:05,2023-08-09,12:01:05,voice
6638786,2023-08-06,16:52:49,2023-08-06,16:58:49,chat
27521032,2023-08-12,17:41:54,2023-08-12,17:42:54,chat
49063260,2023-08-19,12:01:05,2023-08-19,12:09:05,chat
29873297,2023-08-10,13:58:13,2023-08-10,14:04:13,chat
3154615,2023-09-01,12:55:12,2023-09-01,13:04:12,chat
64705735,2023-08-04,12:55:09,2023-08-04,13:02:09,voice
20108831,2023-08-29,09:53:23,2023-08-29,09:58:23,email
65978007,2023-08-09,11:13:28,2023-08-09,11:19:28,voice
19860533,2023-08-09,09:58:36,2023-08-09,09:59:36,voice
71836245,2023-08-25,12:10:51,2023-08-25,12:17:51,email
48717424,2023-08-10,11:41:08,2023-08-10,11:44:08,email
60824808,2023-08-21,13:18:26,2023-08-21,13:27:26,voice
53443267,2023-08-18,11:52:05,2023-08-18,11:57:05,voice
88547626,2023-08-06,13:35:48,2023-08-06,13:43:48,voice
78126196,2023-08-14,12:40:48,2023-08-14,12:46:48,email
25394082,2023-08-06,10:10:57,2023-08-06,10:18:57,email
35320079,2023-08-22,12:50:50,2023-08-22,13:00:50,chat
78372630,2023-08-19,12:22:53,2023-08-19,12:31:53,email
26629929,2023-08-04,12:26:02,2023-08-04,12:27:02,chat
36722823,2023-08-05,16:52:43,2023-08-05,16:53:43,voice
94381420,2023-08-17,12:05:26,2023-08-17,12:11:26,chat
28400371,2023-08-05,12:24:03,2023-08-05,12:31:03,chat
12968019,2023-09-01,10:27:36,2023-09-01,10:36:36,voice
46784801,2023-08-13,12:22:57,2023-08-13,12:32:57,chat
89341510,2023-08-17,11:09:17,2023-08-17,11:15:17,voice
27849528,2023-08-09,12:06:43,2023-08-09,12:11:43,email
53125832,2023-08-30,10:56:05,2023-08-30,11:05:05,chat
59639977,2023-08-31,11:45:12,2023-08-31,11:54:12,email
57029558,2023-08-31,12:34:41,2023-08-31,12:36:41,chat
30910655,2023-08-12,10:18:20,2023-08-12,10:26:20,chat
38417204,2023-08-08,12:03:09,2023-08-08,12:09:09,chat
73283360,2023-08-11,13:18:23,2023-08-11,13:25:23,email
71515442,2023-08-31,12:39:16,2023-08-31,12:40:16,chat
90093878,2023-08-25,13:36:32,2023-08-25,13:43:32,voice
2304545,2023-08-07,14:14:42,2023-08-07,14:20:42,chat
55048305,2023-08-22,13:15:11,2023-08-22,13:16:11,email
72861952,2023-08-20,14:17:30,2023-08-20,14:27:30,voice
43764711,2023-09-01,09:28:50,2023-09-01,09:31:50,email
71282210,2023-08-03,09:45:28,2023-08-03,09:52:28,email
71501928,2023-08-09,11:26:11,2023-08-09,11:35:11,email
58573497,2023-08-27,12:49:24,2023-08-27,12:57:24,chat
52164063,2023-08-20,13:37:15,2023-08-20,13:38:15,email
89666165,2023-08-07,12:21:41,2023-08-07,12:24:41,email
36900336,2023-08-25,12:18:55,2023-08-25,12:26:55,chat
43794807,2023-08-16,14:51:52,2023-08-16,14:59:52,voice
61353080,2023-08-21,13:31:07,2023-08-21,13:37:07,email
31339569,2023-08-18,11:55:57,2023-08-18,11:59:57,chat
34655447,2023-08-12,12:22:19,2023-08-12,12:30:19,email
19640540,2023-08-23,12:03:15,2023-08-23,12:11:15,voice
1825663,2023-08-26,12:27:24,2023-08-26,12:30:24,email
23406289,2023-08-17,10:16:40,2023-08-17,10:21:40,voice
59769962,2023-08-25,11:34:30,2023-08-25,11:39:30,voice
1998788,2023-08-23,11:22:06,2023-08-23,11:24:06,chat
54578294,2023-08-16,13:40:45,2023-08-16,13:48:45,voice
18513839,2023-08-10,14:39:37,2023-08-10,14:43:37,chat
20554499,2023-08-05,14:56:02,2023-08-05,14:58:02,chat
8096825,2023-08-22,12:09:00,2023-08-22,12:18:00,chat
53714219,2023-08-19,12:21:17,2023-08-19,12:25:17,chat
80574420,2023-08-07,11:05:54,2023-08-07,11:11:54,email
96202973,2023-08-30,14:58:04,2023-08-30,15:08:04,chat
61847330,2023-08-27,14:24:01,2023-08-27,14:32:01,chat
82459130,2023-08-16,12:57:25,2023-08-16,13:06:25,voice
99263188,2023-08-13,14:42:16,2023-08-13,14:51:16,email
50240412,2023-08-12,16:23:07,2023-08-12,16:28:07,email
1870070,2023-08-07,11:52:47,2023-08-07,11:56:47,voice
44423049,2023-09-01,11:01:32,2023-09-01,11:05:32,voice
41733303,2023-08-13,12:24:45,2023-08-13,12:32:45,email
99375136,2023-08-17,13:36:04,2023-08-17,13:41:04,email
78306113,2023-08-13,14:59:05,2023-08-13,15:02:05,voice
29168535,2023-08-04,12:05:38,2023-08-04,12:08:38,chat
28340232,2023-08-27,14:17:46,2023-08-27,14:22:46,email
23389698,2023-08-27,12:08:41,2023-08-27,12:18:41,chat
84837497,2023-08-20,14:48:58,2023-08-20,14:51:58,email
39554115,2023-08-31,12:59:26,2023-08-31,13:02:26,voice
24840510,2023-08-23,12:57:51,2023-08-23,12:58:51,email
70600241,2023-08-06,10:09:40,2023-08-06,10:12:40,voice
27858715,2023-08-31,12:15:32,2023-08-31,12:23:32,voice
54387980,2023-08-22,11:44:27,2023-08-22,11:46:27,chat
62031678,2023-08-25,12:18:51,2023-08-25,12:27:51,email
71760739,2023-08-30,14:11:54,2023-08-30,14:17:54,email
41948939,2023-08-28,10:10:04,2023-08-28,10:19:04,chat
56614974,2023-08-24,13:31:38,2023-08-24,13:32:38,chat
70693305,2023-08-17,10:58:26,2023-08-17,11:00:26,chat
23387302,2023-08-27,12:55:05,2023-08-27,13:03:05,voice
11675848,2023-08-12,14:11:13,2023-08-12,14:20:13,chat
34129640,2023-08-14,10:36:37,2023-08-14,10:41:37,chat
16368480,2023-08-23,13:37:18,2023-08-23,13:46:18,email
92693138,2023-09-02,13:47:26,2023-09-02,13:54:26,email
97712163,2023-08-29,12:31:55,2023-08-29,12:36:55,chat
1225327,2023-09-02,10:15:58,2023-09-02,10:16:58,email
54796919,2023-09-01,11:22:54,2023-09-01,11:29:54,voice
87686098,2023-08-08,10:22:57,2023-08-08,10:24:57,voice
32664504,2023-08-19,13:15:08,2023-08-19,13:23:08,voice
43328604,2023-08-23,10:22:08,2023-08-23,10:23:08,chat
85261310,2023-09-01,10:16:41,2023-09-01,10:26:41,voice
85503114,2023-08-21,12:08:42,2023-08-21,12:09:42,chat
85222506,2023-08-23,09:44:47,2023-08-23,09:45:47,chat
66177360,2023-08-23,11:22:51,2023-08-23,11:30:51,email
86324064,2023-08-22,10:00:12,2023-08-22,10:05:12,email
46029423,2023-08-25,13:48:35,2023-08-25,13:52:35,chat
58717100,2023-08-29,11:57:36,2023-08-29,12:07:36,chat
89388772,2023-08-29,14:56:52,2023-08-29,15:00:52,email
97186746,2023-08-24,11:20:15,2023-08-24,11:23:15,email
66183871,2023-08-19,11:38:37,2023-08-19,11:47:37,chat
71585855,2023-08-19,09:01:08,2023-08-19,09:07:08,voice
76929874,2023-08-10,12:03:59,2023-08-10,12:06:59,chat
18243508,2023-08-23,12:29:27,2023-08-23,12:36:27,voice
27621922,2023-08-11,12:21:32,2023-08-11,12:24:32,voice
97888490,2023-08-18,10:37:14,2023-08-18,10:44:14,chat
76463259,2023-08-28,13:47:29,2023-08-28,13:51:29,chat
44738464,2023-08-15,13:29:02,2023-08-15,13:36:02,chat
89718804,2023-08-27,11:29:40,2023-08-27,11:33:40,email
7709027,2023-08-28,11:48:01,2023-08-28,11:57:01,voice
40647636,2023-08-18,14:31:26,2023-08-18,14:38:26,email
20461239,2023-08-13,12:21:48,2023-08-13,12:26:48,chat
46429935,2023-08-21,14:31:19,2023-08-21,14:35:19,chat
33599027,2023-08-23,11:06:05,2023-08-23,11:08:05,email
11410154,2023-08-31,11:19:46,2023-08-31,11:21:46,chat
64095880,2023-08-14,13:02:19,2023-08-14,13:08:19,email
76522344,2023-08-08,14:26:13,2023-08-08,14:28:13,voice
73711234,2023-08-31,13:43:41,2023-08-31,13:47:41,email
23426939,2023-08-31,13:10:53,2023-08-31,13:20:53,voice
6043494,2023-08-19,14:53:45,2023-08-19,14:56:45,voice
66821008,2023-08-20,10:47:37,2023-08-20,10:56:37,chat
31608023,2023-08-11,11:03:34,2023-08-11,11:11:34,chat
23915586,2023-08-10,09:21:59,2023-08-10,09:30:59,chat
72547794,2023-08-23,11:38:45,2023-08-23,11:41:45,chat
77545362,2023-08-27,14:06:32,2023-08-27,14:16:32,email
82811723,2023-08-06,12:55:53,2023-08-06,12:56:53,email
64450333,2023-08-20,11:58:08,2023-08-20,12:01:08,email
7661186,2023-08-25,14:17:25,2023-08-25,14:19:25,chat
64092919,2023-09-02,13:47:51,2023-09-02,13:50:51,chat
42719331,2023-08-25,11:49:39,2023-08-25,11:57:39,voice
28751549,2023-08-09,12:56:20,2023-08-09,12:57:20,voice
70214671,2023-08-04,09:59:38,2023-08-04,10:06:38,email
71385940,2023-08-18,14:20:04,2023-08-18,14:26:04,voice
80881116,2023-08-25,12:01:26,2023-08-25,12:05:26,chat
10936486,2023-08-31,11:20:39,2023-08-31,11:25:39,email
18843201,2023-08-18,10:47:04,2023-08-18,10:52:04,voice
87532836,2023-08-30,11:44:03,2023-08-30,11:50:03,voice
77145725,2023-08-12,09:24:47,2023-08-12,09:25:47,chat
72451424,2023-09-01,11:01:42,2023-09-01,11:11:42,voice
37659594,2023-08-31,14:34:18,2023-08-31,14:41:18,email
52395200,2023-08-10,15:55:14,2023-08-10,15:58:14,chat
9743948,2023-08-04,12:58:33,2023-08-04,13:00:33,chat
13921854,2023-08-10,14:12:58,2023-08-10,14:16:58,email
78078266,2023-08-05,11:50:53,2023-08-05,11:59:53,voice
92965333,2023-08-13,11:41:32,2023-08-13,11:48:32,voice
70308987,2023-08-23,14:36:19,2023-08-23,14:44:19,voice
43906923,2023-08-06,12:08:02,2023-08-06,12:13:02,email
51207891,2023-08-17,11:47:38,2023-08-17,11:57:38,email
44114595,2023-08-25,11:18:16,2023-08-25,11:19:16,email
21915498,2023-08-20,11:41:22,2023-08-20,11:42:22,voice
55123020,2023-08-31,11:50:04,2023-08-31,11:52:04,voice
81693596,2023-08-10,14:19:12,2023-08-10,14:29:12,voice
33741109,2023-08-31,15:43:45,2023-08-31,15:53:45,email
73997571,2023-08-23,11:03:51,2023-08-23,11:13:51,email
6083877,2023-08-12,09:09:57,2023-08-12,09:17:57,email
72211087,2023-08-18,11:30:09,2023-08-18,11:35:09,chat
35890053,2023-08-09,13:08:49,2023-08-09,13:11:49,chat
73115303,2023-08-23,11:27:15,2023-08-23,11:33:15,email
80848158,2023-08-20,11:48:32,2023-08-20,11:53:32,email
59318030,2023-08-31,11:36:57,2023-08-31,11:41:57,voice
4704370,2023-08-08,15:06:37,2023-08-08,15:13:37,chat
90548803,2023-08-21,14:38:41,2023-08-21,14:46:41,chat
3762287,2023-08-04,11:44:58,2023-08-04,11:48:58,email
54163072,2023-08-06,13:36:55,2023-08-06,13:46:55,chat
92031021,2023-08-22,12:29:13,2023-08-22,12:35:13,voice
42041434,2023-08-22,13:36:40,2023-08-22,13:45:40,voice
44509884,2023-08-30,14:16:34,2023-08-30,14:25:34,chat
94695521,2023-08-18,12:57:51,2023-08-18,12:58:51,chat
79664808,2023-08-17,15:52:53,2023-08-17,16:01:53,chat
44121016,2023-08-14,14:49:25,2023-08-14,14:50:25,chat
85907772,2023-08-27,12:03:32,2023-08-27,12:13:32,chat
66542159,2023-08-24,11:45:52,2023-08-24,11:49:52,email
7520993,2023-08-09,11:42:26,2023-08-09,11:46:26,chat
26314245,2023-08-06,13:55:30,2023-08-06,14:04:30,chat
60988039,2023-08-29,09:06:24,2023-08-29,09:15:24,voice
14920105,2023-08-05,12:29:32,2023-08-05,12:31:32,chat
33481782,2023-08-19,14:29:55,2023-08-19,14:30:55,chat
33364044,2023-08-08,13:23:42,2023-08-08,13:26:42,voice
85718537,2023-08-04,12:34:01,2023-08-04,12:42:01,voice
91703046,2023-08-12,12:36:20,2023-08-12,12:41:20,voice
93394873,2023-08-04,12:12:49,2023-08-04,12:17:49,voice
31265134,2023-09-01,15:29:56,2023-09-01,15:31:56,chat
7975833,2023-08-14,11:05:13,2023-08-14,11:12:13,voice
22308870,2023-08-14,16:27:56,2023-08-14,16:36:56,chat
17804022,2023-08-13,12:32:18,2023-08-13,12:33:18,voice
29683127,2023-08-26,12:27:07,2023-08-26,12:28:07,chat
84156295,2023-08-03,13:34:23,2023-08-03,13:39:23,voice
42581989,2023-08-08,10:06:26,2023-08-08,10:12:26,chat
45012590,2023-08-13,14:01:40,2023-08-13,14:05:40,chat
99814879,2023-08-26,14:02:56,2023-08-26,14:07:56,voice
90682323,2023-08-20,13:53:27,2023-08-20,14:01:27,voice
19384486,2023-08-08,15:44:22,2023-08-08,15:51:22,chat
41181640,2023-08-23,11:36:38,2023-08-23,11:44:38,chat
63491778,2023-09-02,12:28:27,2023-09-02,12:37:27,chat
34650935,2023-08-14,14:13:20,2023-08-14,14:20:20,chat
72799154,2023-08-20,10:59:30,2023-08-20,11:06:30,chat
1389548,2023-08-28,15:32:47,2023-08-28,15:33:47,email
94737350,2023-08-07,15:52:19,2023-08-07,15:55:19,email
10481856,2023-09-02,11:32:29,2023-09-02,11:40:29,email
45572288,2023-08-16,12:58:38,2023-08-16,13:08:38,email
21442608,2023-08-12,13:18:27,2023-08-12,13:26:27,chat
62359514,2023-08-28,12:19:12,2023-08-28,12:24:12,voice
39003304,2023-08-09,12:26:39,2023-08-09,12:33:39,voice
38433205,2023-08-24,11:29:06,2023-08-24,11:39:06,email
6667923,2023-08-19,14:26:32,2023-08-19,14:33:32,voice
28780967,2023-08-25,10:29:18,2023-08-25,10:37:18,voice
61435477,2023-08-31,12:15:44,2023-08-31,12:22:44,email
41562963,2023-08-17,11:20:33,2023-08-17,11:21:33,voice
13587900,2023-08-06,13:25:32,2023-08-06,13:29:32,voice
90672149,2023-08-05,15:28:22,2023-08-05,15:29:22,email
9596988,2023-08-26,13:50:02,2023-08-26,13:54:02,email
81677438,2023-08-18,11:41:07,2023-08-18,11:48:07,chat
32395912,2023-08-24,13:53:34,2023-08-24,13:57:34,chat
83213438,2023-08-20,13:13:55,2023-08-20,13:15:55,voice
66812073,2023-08-29,13:42:15,2023-08-29,13:50:15,voice
30709727,2023-08-10,12:57:59,2023-08-10,13:06:59,chat
2473795,2023-08-29,14:13:29,2023-08-29,14:20:29,voice
15217363,2023-08-05,12:22:38,2023-08-05,12:32:38,email
12925908,2023-08-08,12:16:52,2023-08-08,12:19:52,voice
44043431,2023-08-22,10:35:34,2023-08-22,10:44:34,chat
89511700,2023-08-14,12:22:57,2023-08-14,12:31:57,voice
13917536,2023-08-15,13:59:02,2023-08-15,14:01:02,chat
85341848,2023-09-01,12:43:16,2023-09-01,12:44:16,email
20387178,2023-08-10,12:50:46,2023-08-10,12:51:46,chat
95221971,2023-08-09,12:05:29,2023-08-09,12:15:29,email
83277190,2023-08-22,14:43:26,2023-08-22,14:52:26,voice
98054942,2023-08-27,11:00:49,2023-08-27,11:08:49,voice
74185149,2023-08-29,13:27:38,2023-08-29,13:31:38,voice
29045069,2023-08-07,13:05:16,2023-08-07,13:07:16,email
37820527,2023-08-06,12:44:27,2023-08-06,12:49:27,voice
87208104,2023-08-16,12:37:38,2023-08-16,12:41:38,voice
22498620,2023-08-05,12:12:44,2023-08-05,12:20:44,chat
68768834,2023-08-09,15:53:10,2023-08-09,15:54:10,email
33162887,2023-08-08,14:49:08,2023-08-08,14:50:08,chat
7886714,2023-08-23,13:41:20,2023-08-23,13:51:20,voice
93407166,2023-08-29,14:43:42,2023-08-29,14:44:42,email
64436120,2023-08-17,12:52:25,2023-08-17,12:59:25,voice
24515107,2023-08-31,13:19:31,2023-08-31,13:25:31,voice
9975504,2023-08-11,12:50:09,2023-08-11,13:00:09,chat
66320610,2023-08-16,15:21:29,2023-08-16,15:31:29,voice
36491343,2023-08-30,11:43:24,2023-08-30,11:45:24,email
30212147,2023-08-19,12:55:48,2023-08-19,13:02:48,chat
56017112,2023-08-27,13:59:56,2023-08-27,14:05:56,email
99186328,2023-08-13,12:00:44,2023-08-13,12:09:44,voice
70340672,2023-08-24,15:10:14,2023-08-24,15:14:14,email
51304341,2023-08-15,14:23:30,2023-08-15,14:26:30,chat
4387056,2023-08-22,12:02:29,2023-08-22,12:10:29,voice
28864623,2023-08-16,13:05:45,2023-08-16,13:13:45,chat
7504142,2023-09-01,12:07:41,2023-09-01,12:10:41,email
50305955,2023-08-15,14:26:25,2023-08-15,14:30:25,voice
27845668,2023-08-16,15:20:11,2023-08-16,15:30:11,email
95977077,2023-08-10,15:51:24,2023-08-10,15:53:24,voice
47825360,2023-08-14,10:25:48,2023-08-14,10:27:48,chat
48644953,2023-08-22,11:53:12,2023-08-22,11:55:12,voice
94177370,2023-08-07,12:52:09,2023-08-07,12:57:09,chat
37658307,2023-08-12,14:46:07,2023-08-12,14:47:07,chat
80270437,2023-08-27,11:03:58,2023-08-27,11:05:58,chat
76708240,2023-08-31,12:42:30,2023-08-31,12:48:30,voice
45429274,2023-08-20,11:55:16,2023-08-20,11:58:16,chat
34363068,2023-08-31,11:11:09,2023-08-31,11:19:09,email
93823562,2023-08-13,12:16:37,2023-08-13,12:18:37,voice
66591740,2023-08-26,12:15:17,2023-08-26,12:19:17,chat
62414648,2023-08-17,10:24:46,2023-08-17,10:32:46,voice
13779432,2023-08-08,11:20:39,2023-08-08,11:26:39,chat
77110151,2023-08-24,12:27:38,2023-08-24,12:32:38,chat
86098654,2023-08-29,17:40:47,2023-08-29,17:48:47,chat
85319367,2023-08-21,11:57:53,2023-08-21,12:03:53,chat
91238339,2023-08-19,11:15:06,2023-08-19,11:19:06,chat
62217842,2023-08-12,12:47:39,2023-08-12,12:50:39,email
55682961,2023-08-14,12:52:25,2023-08-14,13:02:25,chat
9614585,2023-08-27,10:47:48,2023-08-27,10:56:48,email
18627052,2023-09-01,11:38:53,2023-09-01,11:41:53,chat
24201533,2023-08-15,11:53:42,2023-08-15,11:59:42,chat
54395621,2023-08-11,12:31:02,2023-08-11,12:38:02,email
13557801,2023-08-07,13:41:48,2023-08-07,13:46:48,chat
40650192,2023-08-22,10:25:07,2023-08-22,10:32:07,email
27178692,2023-08-04,13:24:47,2023-08-04,13:33:47,email
75388631,2023-08-20,13:50:44,2023-08-20,13:58:44,chat
95417156,2023-08-25,13:18:09,2023-08-25,13:23:09,chat
72009702,2023-08-14,12:35:29,2023-08-14,12:37:29,chat
58635790,2023-08-29,11:12:06,2023-08-29,11:20:06,voice
36377431,2023-08-12,11:48:21,2023-08-12,11:55:21,voice
72817597,2023-08-21,11:09:28,2023-08-21,11:10:28,email
63739691,2023-08-29,10:51:41,2023-08-29,10:59:41,voice
41159905,2023-08-25,12:49:17,2023-08-25,12:54:17,email
26006140,2023-08-05,11:23:30,2023-08-05,11:28:30,email
86463951,2023-09-01,12:23:10,2023-09-01,12:30:10,chat
7995103,2023-08-25,12:31:55,2023-08-25,12:38:55,voice
15671102,2023-08-31,12:16:09,2023-08-31,12:22:09,chat
89434324,2023-08-23,13:43:00,2023-08-23,13:52:00,voice
35301019,2023-08-24,10:55:23,2023-08-24,11:00:23,chat
7805634,2023-08-22,10:46:09,2023-08-22,10:50:09,voice
68307152,2023-08-19,12:34:30,2023-08-19,12:38:30,voice
57958238,2023-08-13,10:44:40,2023-08-13,10:48:40,voice
95468639,2023-09-01,12:48:50,2023-09-01,12:58:50,email
99262949,2023-08-10,10:25:32,2023-08-10,10:35:32,chat
52505843,2023-08-20,13:54:05,2023-08-20,13:59:05,email
80154410,2023-08-14,13:09:20,2023-08-14,13:10:20,voice
40907845,2023-09-01,14:05:45,2023-09-01,14:06:45,email
65039900,2023-08-22,11:03:22,2023-08-22,11:11:22,chat
17988956,2023-08-12,13:00:29,2023-08-12,13:02:29,email
17891844,2023-08-13,11:24:27,2023-08-13,11:25:27,voice
42243248,2023-08-06,14:46:26,2023-08-06,14:51:26,chat
72151039,2023-09-01,11:07:43,2023-09-01,11:16:43,email
56939087,2023-08-26,13:10:28,2023-08-26,13:16:28,email
26899646,2023-08-09,14:18:51,2023-08-09,14:27:51,chat
60149387,2023-08-29,13:05:38,2023-08-29,13:14:38,voice
32163027,2023-08-05,11:26:34,2023-08-05,11:31:34,email
47980195,2023-08-29,14:23:24,2023-08-29,14:29:24,chat
75402351,2023-08-18,11:56:43,2023-08-18,11:57:43,chat
7719165,2023-08-15,12:50:00,2023-08-15,12:51:00,chat
50547895,2023-08-20,10:04:34,2023-08-20,10:14:34,voice
83586548,2023-08-19,12:04:00,2023-08-19,12:14:00,chat
2914800,2023-09-01,11:25:15,2023-09-01,11:28:15,voice
74990027,2023-09-01,14:11:18,2023-09-01,14:21:18,chat
78360050,2023-08-13,11:35:29,2023-08-13,11:37:29,email
17536307,2023-08-14,11:24:52,2023-08-14,11:29:52,voice
41557418,2023-09-02,12:26:52,2023-09-02,12:27:52,voice
14662211,2023-08-26,14:40:24,2023-08-26,14:46:24,chat
71178603,2023-08-15,12:36:27,2023-08-15,12:43:27,chat
73177289,2023-08-10,12:59:58,2023-08-10,13:09:58,voice
5285647,2023-08-22,12:39:31,2023-08-22,12:42:31,email
93717522,2023-08-20,14:09:55,2023-08-20,14:18:55,email
77171046,2023-08-13,12:49:17,2023-08-13,12:54:17,voice
21069734,2023-08-23,12:38:40,2023-08-23,12:42:40,email
21733580,2023-08-17,10:37:40,2023-08-17,10:44:40,email
81242202,2023-08-14,13:30:02,2023-08-14,13:37:02,chat
72633549,2023-08-30,12:13:58,2023-08-30,12:23:58,chat
31402404,2023-08-18,10:12:13,2023-08-18,10:21:13,chat
68627289,2023-08-28,11:26:21,2023-08-28,11:28:21,chat
5327783,2023-08-16,11:03:02,2023-08-16,11:08:02,email
17656705,2023-08-31,10:21:28,2023-08-31,10:25:28,voice
22465875,2023-08-18,12:18:35,2023-08-18,12:22:35,email
93126047,2023-08-12,12:10:11,2023-08-12,12:12:11,chat
17754573,2023-08-27,14:04:10,2023-08-27,14:13:10,voice
72734735,2023-08-14,12:23:57,2023-08-14,12:30:57,chat
77473428,2023-08-26,12:55:07,2023-08-26,12:58:07,chat
99889986,2023-08-22,14:16:55,2023-08-22,14:18:55,email
38458185,2023-08-07,10:38:58,2023-08-07,10:48:58,voice
44636344,2023-09-01,11:13:49,2023-09-01,11:19:49,voice
98275586,2023-08-07,14:34:44,2023-08-07,14:42:44,chat
67650921,2023-08-18,13:50:29,2023-08-18,13:57:29,email
50755705,2023-08-14,12:24:55,2023-08-14,12:32:55,voice
98739570,2023-08-22,12:38:57,2023-08-22,12:42:57,chat
3063312,2023-08-24,11:59:38,2023-08-24,12:05:38,email
82817099,2023-08-18,12:38:48,2023-08-18,12:39:48,voice
32558479,2023-08-24,11:43:01,2023-08-24,11:46:01,voice
90987356,2023-08-04,12:31:47,2023-08-04,12:37:47,chat
31125447,2023-08-29,11:54:25,2023-08-29,12:00:25,chat
47183135,2023-08-18,13:48:07,2023-08-18,13:49:07,chat
50811228,2023-08-09,14:53:22,2023-08-09,15:00:22,chat
4227692,2023-08-05,14:16:52,2023-08-05,14:18:52,voice
93529815,2023-08-23,14:35:36,2023-08-23,14:42:36,voice
67292140,2023-08-10,12:11:11,2023-08-10,12:21:11,voice
72338510,2023-08-16,13:27:44,2023-08-16,13:34:44,voice
68342956,2023-08-12,12:17:34,2023-08-12,12:21:34,chat
49262460,2023-08-31,13:37:29,2023-08-31,13:40:29,chat
9514197,2023-08-31,11:22:40,2023-08-31,11:32:40,chat
28422796,2023-08-14,13:06:29,2023-08-14,13:09:29,voice
47186125,2023-08-08,12:06:23,2023-08-08,12:13:23,email
53289566,2023-08-06,13:30:09,2023-08-06,13:33:09,email
2977309,2023-08-09,15:26:45,2023-08-09,15:34:45,voice
65704270,2023-08-04,13:53:02,2023-08-04,13:59:02,chat
57752780,2023-08-15,14:42:15,2023-08-15,14:49:15,email
