Ticket ID,Start Date,Start Time,End Date,End Time,Type
1073232,2023-04-10,10:18:28,2023-04-10,10:25:28,voice
23224202,2023-04-01,10:08:06,2023-04-01,10:14:06,voice
54199376,2023-04-05,11:18:51,2023-04-05,11:23:51,voice
65150525,2023-04-10,13:46:04,2023-04-10,13:54:04,voice
91870770,2023-04-02,12:45:09,2023-04-02,12:50:09,voice
45323758,2023-04-01,15:08:27,2023-04-01,15:10:27,voice
22239949,2023-04-29,10:25:40,2023-04-29,10:28:40,voice
33487920,2023-04-04,13:06:26,2023-04-04,13:12:26,voice
75431109,2023-04-06,09:21:05,2023-04-06,09:23:05,voice
25404805,2023-04-02,11:54:53,2023-04-02,11:55:53,voice
49493302,2023-04-30,13:17:15,2023-04-30,13:19:15,voice
32655959,2023-04-16,12:37:08,2023-04-16,12:42:08,voice
32528651,2023-04-22,10:47:33,2023-04-22,10:52:33,voice
61529814,2023-04-17,11:56:45,2023-04-17,11:59:45,voice
98208211,2023-04-07,12:44:58,2023-04-07,12:46:58,voice
67324238,2023-04-12,13:58:19,2023-04-12,14:08:19,voice
59138248,2023-04-02,11:08:26,2023-04-02,11:09:26,voice
78707163,2023-04-12,09:27:14,2023-04-12,09:30:14,voice
24327485,2023-04-25,11:24:13,2023-04-25,11:33:13,voice
6269581,2023-04-25,10:14:43,2023-04-25,10:16:43,voice
34874275,2023-04-07,13:24:12,2023-04-07,13:31:12,voice
46375514,2023-04-19,09:36:53,2023-04-19,09:40:53,voice
49837035,2023-04-19,15:40:52,2023-04-19,15:46:52,voice
59887242,2023-04-02,10:44:37,2023-04-02,10:49:37,voice
98913847,2023-04-27,15:41:18,2023-04-27,15:42:18,voice
51304156,2023-04-30,15:42:40,2023-04-30,15:46:40,voice
42754789,2023-04-27,11:09:56,2023-04-27,11:12:56,voice
20843673,2023-04-18,12:00:08,2023-04-18,12:05:08,voice
43868673,2023-04-22,10:50:34,2023-04-22,10:57:34,voice
67445375,2023-04-07,15:40:01,2023-04-07,15:42:01,voice
51638327,2023-04-15,11:41:36,2023-04-15,11:47:36,voice
97000556,2023-04-10,13:56:13,2023-04-10,14:05:13,voice
44776932,2023-04-23,10:35:47,2023-04-23,10:41:47,voice
86620049,2023-04-07,10:58:45,2023-04-07,11:02:45,voice
74238149,2023-04-20,10:10:24,2023-04-20,10:19:24,voice
66397417,2023-04-08,12:56:57,2023-04-08,13:02:57,voice
78329587,2023-04-28,11:55:37,2023-04-28,12:05:37,voice
91119700,2023-04-16,12:39:58,2023-04-16,12:46:58,voice
91119343,2023-04-27,13:02:21,2023-04-27,13:08:21,voice
86218300,2023-04-30,11:04:10,2023-04-30,11:10:10,voice
89610732,2023-04-10,12:45:47,2023-04-10,12:50:47,voice
23339300,2023-04-24,12:02:36,2023-04-24,12:11:36,voice
85399188,2023-04-11,10:54:34,2023-04-11,11:04:34,voice
56735431,2023-04-05,10:11:04,2023-04-05,10:21:04,voice
72889909,2023-04-20,12:28:55,2023-04-20,12:32:55,voice
34833766,2023-04-05,13:01:37,2023-04-05,13:04:37,voice
90443354,2023-04-14,13:49:54,2023-04-14,13:56:54,voice
83860246,2023-04-07,13:45:14,2023-04-07,13:46:14,voice
72763930,2023-04-26,10:36:50,2023-04-26,10:40:50,voice
27416130,2023-04-29,10:40:33,2023-04-29,10:44:33,voice
18118559,2023-04-12,13:42:37,2023-04-12,13:49:37,voice
92136542,2023-04-26,14:29:12,2023-04-26,14:36:12,voice
80790970,2023-04-17,13:01:52,2023-04-17,13:08:52,voice
64227180,2023-04-01,09:54:14,2023-04-01,10:01:14,voice
29530211,2023-04-06,13:16:36,2023-04-06,13:26:36,voice
26587950,2023-04-13,10:47:36,2023-04-13,10:55:36,voice
54139237,2023-04-02,12:58:53,2023-04-02,13:07:53,voice
21058932,2023-04-02,12:25:37,2023-04-02,12:26:37,voice
11040162,2023-04-18,12:12:55,2023-04-18,12:20:55,voice
66434607,2023-04-18,12:56:13,2023-04-18,13:04:13,voice
95211180,2023-04-22,11:37:45,2023-04-22,11:42:45,voice
11951113,2023-04-30,12:58:33,2023-04-30,12:59:33,voice
61148522,2023-04-02,10:56:58,2023-04-02,10:58:58,voice
55917574,2023-04-11,13:46:20,2023-04-11,13:55:20,voice
4775702,2023-04-28,11:57:33,2023-04-28,12:05:33,voice
22392266,2023-04-21,09:57:44,2023-04-21,10:04:44,voice
89924656,2023-04-23,12:27:55,2023-04-23,12:36:55,voice
52758410,2023-04-25,14:11:49,2023-04-25,14:16:49,voice
35765135,2023-04-06,11:23:03,2023-04-06,11:30:03,voice
21744936,2023-04-01,10:28:27,2023-04-01,10:33:27,voice
78853774,2023-04-15,09:03:24,2023-04-15,09:13:24,voice
60483394,2023-04-27,10:11:14,2023-04-27,10:14:14,voice
48997033,2023-04-19,11:04:04,2023-04-19,11:05:04,voice
47547762,2023-04-16,13:54:15,2023-04-16,13:59:15,voice
98757160,2023-04-22,12:17:12,2023-04-22,12:27:12,voice
65618229,2023-04-19,09:32:52,2023-04-19,09:39:52,voice
85364677,2023-04-05,09:57:21,2023-04-05,10:04:21,voice
33386930,2023-04-22,10:58:53,2023-04-22,11:01:53,voice
55784946,2023-04-06,12:07:15,2023-04-06,12:08:15,voice
89183005,2023-04-03,12:13:24,2023-04-03,12:17:24,voice
70567196,2023-04-16,09:46:28,2023-04-16,09:48:28,voice
81794913,2023-04-15,12:56:49,2023-04-15,13:04:49,voice
52358983,2023-04-20,14:27:18,2023-04-20,14:29:18,voice
83183905,2023-04-29,12:23:00,2023-04-29,12:24:00,voice
35501526,2023-04-10,10:21:25,2023-04-10,10:27:25,voice
70256345,2023-04-13,10:03:08,2023-04-13,10:08:08,voice
98832770,2023-04-07,12:48:00,2023-04-07,12:50:00,voice
57869724,2023-04-18,14:20:06,2023-04-18,14:25:06,voice
20355445,2023-04-07,14:54:08,2023-04-07,14:55:08,voice
45327294,2023-04-13,10:19:31,2023-04-13,10:28:31,voice
68144796,2023-04-16,10:05:20,2023-04-16,10:15:20,voice
35492320,2023-04-10,13:38:02,2023-04-10,13:39:02,voice
59207239,2023-04-10,13:22:36,2023-04-10,13:30:36,voice
53378969,2023-04-22,12:21:16,2023-04-22,12:28:16,voice
72760505,2023-04-28,12:28:19,2023-04-28,12:32:19,voice
58189800,2023-04-26,12:51:16,2023-04-26,12:56:16,voice
73753318,2023-04-22,13:30:21,2023-04-22,13:34:21,voice
88668311,2023-04-10,11:02:00,2023-04-10,11:05:00,voice
69044927,2023-04-23,10:59:27,2023-04-23,11:08:27,voice
78420091,2023-04-25,10:56:02,2023-04-25,10:59:02,voice
1938119,2023-04-29,10:14:48,2023-04-29,10:21:48,voice
48365732,2023-04-15,11:22:53,2023-04-15,11:28:53,voice
66393059,2023-04-03,14:17:13,2023-04-03,14:19:13,voice
30854105,2023-04-24,10:52:14,2023-04-24,10:58:14,voice
43242279,2023-04-28,10:38:18,2023-04-28,10:46:18,voice
11318339,2023-04-19,12:38:03,2023-04-19,12:42:03,voice
93070854,2023-04-06,12:06:15,2023-04-06,12:09:15,voice
9375725,2023-04-13,13:32:40,2023-04-13,13:33:40,voice
27051217,2023-04-20,10:56:05,2023-04-20,11:04:05,voice
75017567,2023-04-28,14:08:47,2023-04-28,14:17:47,voice
25264546,2023-04-22,09:50:06,2023-04-22,09:58:06,voice
62359726,2023-04-03,12:25:51,2023-04-03,12:35:51,voice
20871434,2023-04-26,11:59:27,2023-04-26,12:02:27,voice
99552074,2023-04-06,11:10:46,2023-04-06,11:13:46,voice
62604180,2023-04-20,13:17:55,2023-04-20,13:24:55,voice
59575493,2023-04-14,12:49:30,2023-04-14,12:57:30,voice
73823732,2023-04-11,12:58:24,2023-04-11,13:03:24,voice
63295481,2023-04-18,09:52:44,2023-04-18,09:58:44,voice
90996411,2023-04-16,11:53:37,2023-04-16,11:55:37,voice
51853338,2023-04-26,12:37:39,2023-04-26,12:41:39,voice
94328096,2023-04-14,11:38:14,2023-04-14,11:46:14,voice
7479081,2023-04-26,10:32:28,2023-04-26,10:35:28,voice
66819376,2023-04-20,13:07:37,2023-04-20,13:11:37,voice
61441631,2023-04-12,11:01:35,2023-04-12,11:07:35,voice
3218100,2023-04-13,10:57:41,2023-04-13,11:01:41,voice
18442103,2023-04-23,11:30:35,2023-04-23,11:37:35,voice
43690498,2023-04-20,11:11:06,2023-04-20,11:20:06,voice
17881780,2023-04-15,11:46:26,2023-04-15,11:50:26,voice
87222847,2023-04-24,11:14:49,2023-04-24,11:19:49,voice
91229132,2023-04-13,09:32:11,2023-04-13,09:35:11,voice
72765110,2023-04-11,12:35:38,2023-04-11,12:44:38,voice
50721314,2023-04-11,13:59:55,2023-04-11,14:05:55,voice
9898773,2023-04-28,14:42:03,2023-04-28,14:51:03,voice
67839420,2023-04-27,14:41:27,2023-04-27,14:48:27,voice
76163274,2023-04-24,09:05:34,2023-04-24,09:10:34,voice
92420775,2023-04-12,11:38:59,2023-04-12,11:44:59,voice
4129385,2023-04-20,10:01:47,2023-04-20,10:08:47,voice
33519104,2023-04-01,14:01:41,2023-04-01,14:08:41,voice
46054694,2023-04-28,12:10:44,2023-04-28,12:11:44,voice
41098560,2023-04-03,14:41:00,2023-04-03,14:50:00,voice
73361831,2023-04-18,12:11:31,2023-04-18,12:16:31,voice
64842715,2023-04-09,11:58:57,2023-04-09,12:05:57,voice
22522445,2023-04-01,10:11:13,2023-04-01,10:20:13,voice
46185256,2023-04-07,11:35:45,2023-04-07,11:37:45,voice
70938941,2023-04-04,13:43:49,2023-04-04,13:45:49,voice
72461262,2023-04-24,12:05:09,2023-04-24,12:07:09,voice
82055518,2023-04-23,09:08:02,2023-04-23,09:09:02,voice
32896949,2023-04-09,09:59:38,2023-04-09,10:01:38,voice
60189214,2023-04-01,12:04:50,2023-04-01,12:06:50,voice
41396341,2023-04-25,11:01:17,2023-04-25,11:03:17,voice
94393037,2023-04-16,09:36:42,2023-04-16,09:46:42,voice
32756912,2023-04-05,10:10:19,2023-04-05,10:16:19,voice
63581861,2023-04-03,09:13:30,2023-04-03,09:22:30,voice
33732796,2023-04-24,09:55:11,2023-04-24,10:05:11,voice
39928983,2023-04-13,12:20:02,2023-04-13,12:25:02,voice
73955180,2023-04-05,09:55:05,2023-04-05,10:04:05,voice
3548160,2023-04-30,11:00:38,2023-04-30,11:05:38,voice
72221454,2023-04-15,13:48:01,2023-04-15,13:51:01,voice
49087237,2023-04-09,14:15:45,2023-04-09,14:17:45,voice
15573936,2023-04-03,10:39:52,2023-04-03,10:42:52,voice
44472979,2023-04-03,13:44:55,2023-04-03,13:51:55,voice
79656786,2023-04-10,10:03:24,2023-04-10,10:11:24,voice
39057742,2023-04-11,09:14:39,2023-04-11,09:16:39,voice
36747919,2023-04-27,12:35:18,2023-04-27,12:44:18,voice
35058036,2023-04-08,10:52:43,2023-04-08,11:00:43,voice
34730925,2023-04-21,11:13:59,2023-04-21,11:22:59,voice
48358157,2023-04-02,11:20:51,2023-04-02,11:21:51,voice
41065778,2023-04-04,13:45:29,2023-04-04,13:49:29,voice
47423845,2023-04-26,10:56:08,2023-04-26,10:59:08,voice
87997946,2023-04-23,12:52:19,2023-04-23,12:53:19,voice
22854154,2023-04-09,10:36:11,2023-04-09,10:44:11,voice
78189967,2023-04-20,12:32:43,2023-04-20,12:39:43,voice
85302318,2023-04-07,11:27:20,2023-04-07,11:32:20,voice
63197708,2023-04-16,10:48:07,2023-04-16,10:53:07,voice
76367823,2023-04-08,11:36:45,2023-04-08,11:46:45,voice
9073006,2023-04-10,14:15:40,2023-04-10,14:22:40,voice
39154906,2023-04-27,12:00:49,2023-04-27,12:09:49,voice
71349981,2023-04-19,12:19:24,2023-04-19,12:29:24,voice
30654245,2023-04-14,09:50:57,2023-04-14,09:53:57,voice
26676789,2023-04-01,12:48:33,2023-04-01,12:55:33,voice
86302108,2023-04-24,10:27:05,2023-04-24,10:35:05,voice
90309690,2023-04-20,11:36:18,2023-04-20,11:44:18,voice
23829571,2023-04-12,10:11:50,2023-04-12,10:13:50,voice
72985125,2023-04-11,13:28:46,2023-04-11,13:29:46,voice
32766545,2023-04-08,11:09:04,2023-04-08,11:14:04,voice
16203542,2023-04-15,10:37:44,2023-04-15,10:39:44,voice
7109992,2023-04-13,14:01:11,2023-04-13,14:03:11,voice
59729333,2023-04-04,13:36:44,2023-04-04,13:41:44,voice
52012833,2023-04-09,12:49:28,2023-04-09,12:59:28,voice
52201110,2023-04-23,10:28:20,2023-04-23,10:30:20,voice
73154642,2023-04-08,12:41:39,2023-04-08,12:49:39,voice
67333190,2023-04-09,12:13:34,2023-04-09,12:18:34,voice
55725964,2023-04-02,13:05:19,2023-04-02,13:15:19,voice
33055841,2023-04-03,12:36:25,2023-04-03,12:44:25,voice
62267118,2023-04-10,11:20:25,2023-04-10,11:26:25,voice
68709381,2023-04-15,14:19:11,2023-04-15,14:28:11,voice
65921072,2023-04-28,13:21:27,2023-04-28,13:31:27,voice
31767925,2023-04-02,11:47:05,2023-04-02,11:57:05,voice
47337054,2023-04-16,14:44:22,2023-04-16,14:53:22,voice
27998942,2023-04-14,12:40:04,2023-04-14,12:49:04,voice
4249909,2023-04-03,12:27:47,2023-04-03,12:35:47,voice
57619567,2023-04-10,11:52:28,2023-04-10,11:59:28,voice
32531116,2023-04-13,13:21:10,2023-04-13,13:28:10,voice
63584755,2023-04-30,11:26:12,2023-04-30,11:28:12,voice
47419764,2023-04-11,12:06:54,2023-04-11,12:12:54,voice
49646896,2023-04-17,10:13:19,2023-04-17,10:20:19,voice
46074957,2023-04-11,11:12:16,2023-04-11,11:22:16,voice
51045073,2023-04-15,11:16:54,2023-04-15,11:24:54,voice
4164309,2023-04-29,10:01:39,2023-04-29,10:03:39,voice
63842257,2023-04-03,14:38:32,2023-04-03,14:39:32,voice
56838549,2023-04-10,09:42:39,2023-04-10,09:52:39,voice
73939194,2023-04-22,12:55:57,2023-04-22,13:02:57,voice
75914268,2023-04-11,12:44:25,2023-04-11,12:50:25,voice
11346779,2023-04-17,11:01:54,2023-04-17,11:07:54,voice
6924262,2023-04-30,13:10:05,2023-04-30,13:13:05,voice
96606185,2023-04-12,11:25:32,2023-04-12,11:27:32,voice
85085134,2023-04-17,12:56:08,2023-04-17,12:57:08,voice
99514371,2023-04-23,12:02:20,2023-04-23,12:03:20,voice
3739850,2023-04-03,09:31:58,2023-04-03,09:40:58,voice
56947938,2023-04-17,12:45:28,2023-04-17,12:53:28,voice
14974581,2023-04-27,12:12:35,2023-04-27,12:13:35,voice
33377009,2023-04-16,13:14:19,2023-04-16,13:18:19,voice
55638012,2023-04-30,13:55:01,2023-04-30,14:03:01,voice
40349864,2023-04-24,13:26:11,2023-04-24,13:36:11,voice
62716991,2023-04-06,12:21:13,2023-04-06,12:22:13,voice
39794304,2023-04-17,11:11:49,2023-04-17,11:13:49,voice
93817834,2023-04-26,12:21:07,2023-04-26,12:23:07,voice
38953137,2023-04-15,12:27:46,2023-04-15,12:28:46,voice
65702122,2023-04-21,11:30:54,2023-04-21,11:34:54,voice
14026799,2023-04-03,11:45:34,2023-04-03,11:54:34,voice
41519339,2023-04-09,12:10:36,2023-04-09,12:17:36,voice
48401099,2023-04-15,11:58:03,2023-04-15,12:03:03,voice
49527076,2023-04-29,13:39:17,2023-04-29,13:46:17,voice
47573635,2023-04-21,10:58:10,2023-04-21,10:59:10,voice
23379113,2023-04-08,12:01:53,2023-04-08,12:09:53,voice
71317554,2023-04-01,12:57:27,2023-04-01,13:05:27,voice
76738174,2023-04-28,12:49:28,2023-04-28,12:54:28,voice
65774034,2023-04-30,14:34:18,2023-04-30,14:43:18,voice
64462997,2023-04-21,13:58:13,2023-04-21,14:02:13,voice
40870665,2023-04-03,13:30:26,2023-04-03,13:40:26,voice
55219239,2023-04-27,13:10:47,2023-04-27,13:20:47,voice
81164408,2023-04-04,12:49:48,2023-04-04,12:50:48,voice
7877922,2023-04-05,13:49:26,2023-04-05,13:52:26,voice
17840967,2023-04-20,13:24:52,2023-04-20,13:30:52,voice
51811531,2023-04-23,12:38:19,2023-04-23,12:47:19,voice
83418982,2023-04-20,13:43:06,2023-04-20,13:50:06,voice
12264514,2023-04-14,13:09:07,2023-04-14,13:12:07,voice
47998456,2023-04-05,10:35:26,2023-04-05,10:37:26,voice
32880743,2023-04-12,13:04:53,2023-04-12,13:06:53,voice
11680612,2023-04-21,11:01:03,2023-04-21,11:08:03,voice
59175272,2023-04-16,13:36:24,2023-04-16,13:39:24,voice
27463147,2023-04-08,12:46:58,2023-04-08,12:56:58,voice
18127280,2023-04-22,13:19:13,2023-04-22,13:21:13,voice
73544848,2023-04-25,12:35:31,2023-04-25,12:36:31,voice
50025403,2023-04-12,10:04:39,2023-04-12,10:08:39,voice
19038010,2023-04-12,11:58:15,2023-04-12,12:03:15,voice
78592362,2023-04-02,13:42:18,2023-04-02,13:46:18,voice
87106733,2023-04-17,12:27:46,2023-04-17,12:35:46,voice
66367124,2023-04-22,11:21:26,2023-04-22,11:29:26,voice
92981218,2023-04-25,11:26:12,2023-04-25,11:34:12,voice
52110022,2023-04-02,12:03:30,2023-04-02,12:07:30,voice
38855177,2023-04-16,12:26:58,2023-04-16,12:36:58,voice
61322591,2023-04-16,14:39:10,2023-04-16,14:42:10,voice
91686042,2023-04-11,11:12:44,2023-04-11,11:21:44,voice
36712601,2023-04-26,12:24:31,2023-04-26,12:29:31,voice
53299371,2023-04-02,12:29:43,2023-04-02,12:31:43,voice
99301207,2023-04-02,12:01:10,2023-04-02,12:05:10,voice
36381359,2023-04-28,14:26:58,2023-04-28,14:36:58,voice
48671652,2023-04-17,10:40:59,2023-04-17,10:42:59,voice
5091246,2023-04-29,11:01:26,2023-04-29,11:02:26,voice
21761007,2023-04-09,12:19:53,2023-04-09,12:22:53,voice
9816350,2023-04-19,12:35:06,2023-04-19,12:44:06,voice
56558012,2023-04-22,13:01:27,2023-04-22,13:10:27,voice
55910194,2023-04-10,13:44:49,2023-04-10,13:52:49,voice
75339882,2023-04-26,13:41:51,2023-04-26,13:46:51,voice
4490262,2023-04-12,13:36:22,2023-04-12,13:44:22,voice
82586315,2023-04-28,12:38:57,2023-04-28,12:48:57,voice
31931622,2023-04-14,11:58:04,2023-04-14,12:01:04,voice
55678796,2023-04-06,13:49:51,2023-04-06,13:50:51,voice
60004311,2023-04-11,11:36:18,2023-04-11,11:44:18,voice
71896880,2023-04-26,14:09:51,2023-04-26,14:14:51,voice
68546601,2023-04-08,11:15:44,2023-04-08,11:20:44,voice
2668815,2023-04-29,10:03:48,2023-04-29,10:10:48,voice
1631628,2023-04-26,12:31:27,2023-04-26,12:36:27,voice
59490000,2023-04-16,12:24:22,2023-04-16,12:29:22,voice
20150064,2023-04-03,11:13:04,2023-04-03,11:20:04,voice
76103430,2023-04-10,12:03:51,2023-04-10,12:05:51,voice
39509096,2023-04-09,12:30:05,2023-04-09,12:37:05,voice
55811519,2023-04-13,11:15:38,2023-04-13,11:18:38,voice
85462446,2023-04-11,14:42:03,2023-04-11,14:45:03,voice
27404264,2023-04-09,13:45:52,2023-04-09,13:54:52,voice
60850399,2023-04-13,11:20:11,2023-04-13,11:27:11,voice
50803320,2023-04-14,12:26:02,2023-04-14,12:33:02,voice
49039142,2023-04-06,11:08:54,2023-04-06,11:14:54,voice
80288020,2023-04-29,14:40:41,2023-04-29,14:46:41,voice
74949284,2023-04-04,12:55:24,2023-04-04,12:56:24,voice
37081937,2023-04-27,10:47:49,2023-04-27,10:53:49,voice
97141520,2023-04-08,11:39:08,2023-04-08,11:41:08,voice
14957758,2023-04-18,13:15:34,2023-04-18,13:24:34,voice
64338982,2023-04-22,13:59:24,2023-04-22,14:01:24,voice
43303159,2023-04-08,12:17:12,2023-04-08,12:27:12,voice
50577635,2023-04-03,11:36:31,2023-04-03,11:41:31,voice
60202675,2023-04-22,12:31:24,2023-04-22,12:36:24,voice
90576705,2023-04-03,11:43:53,2023-04-03,11:51:53,voice
76807663,2023-04-01,14:49:47,2023-04-01,14:56:47,voice
8057377,2023-04-15,12:09:07,2023-04-15,12:17:07,voice
38111328,2023-04-11,11:24:32,2023-04-11,11:34:32,voice
92848374,2023-04-28,11:37:33,2023-04-28,11:38:33,voice
23898441,2023-04-18,11:18:56,2023-04-18,11:28:56,voice
37184170,2023-04-23,10:27:49,2023-04-23,10:37:49,voice
23069954,2023-04-24,11:16:35,2023-04-24,11:19:35,voice
83203518,2023-04-06,12:09:41,2023-04-06,12:13:41,voice
81073168,2023-04-11,13:53:15,2023-04-11,14:02:15,voice
70624373,2023-04-26,13:59:51,2023-04-26,14:03:51,voice
18388685,2023-04-24,11:58:25,2023-04-24,12:02:25,voice
43160807,2023-04-18,12:02:12,2023-04-18,12:07:12,voice
94244827,2023-04-15,10:58:14,2023-04-15,11:01:14,voice
83567900,2023-04-14,13:30:15,2023-04-14,13:35:15,voice
38959039,2023-04-14,11:50:18,2023-04-14,11:52:18,voice
53886737,2023-04-21,12:27:15,2023-04-21,12:32:15,voice
10711044,2023-04-02,12:40:06,2023-04-02,12:50:06,voice
74461258,2023-04-03,13:12:06,2023-04-03,13:19:06,voice
70892617,2023-04-03,12:59:53,2023-04-03,13:07:53,voice
73718165,2023-04-15,12:06:25,2023-04-15,12:16:25,voice
95167943,2023-04-26,13:31:10,2023-04-26,13:39:10,voice
81121711,2023-04-13,12:35:42,2023-04-13,12:43:42,voice
78284875,2023-04-28,11:09:24,2023-04-28,11:14:24,voice
70944403,2023-04-01,12:41:11,2023-04-01,12:49:11,voice
35085389,2023-04-03,12:26:13,2023-04-03,12:31:13,voice
73690538,2023-04-27,11:01:19,2023-04-27,11:02:19,voice
54438058,2023-04-30,12:34:01,2023-04-30,12:36:01,voice
71503704,2023-04-26,13:45:45,2023-04-26,13:46:45,voice
80405394,2023-04-23,13:49:04,2023-04-23,13:52:04,voice
20065442,2023-04-01,12:49:36,2023-04-01,12:58:36,voice
36196611,2023-04-05,12:52:26,2023-04-05,13:01:26,voice
